ID;Année_Cession;Pays;Département;Commune;Nature;Ministère_occupant;Service_occupant;Type_Procédure_ayant_mené_à_la_vente;Nature_juridique_Acquereur;Année_de_1ère_inscription;Code_INSEE_Commune;Lieu_dit;Numéro;Cardinaux_multiplicatifs;Voie;Adresse;Opérateur;Nb_Procédure;Date_de_signature_de_l_acte_de_vente;adresse_complete;geom
140330010;2014;FRANCE;GIRONDE;ORDONNAC;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Entreprises société;2014;33309;LE SABLONAT - PARCELLE D 932;;;;;;1;2014-04-29;;45.306863, -0.835993
140420015;2014;FRANCE;LOIRE;ST ETIENNE;BATIMENT TECHNIQUE;Biens non affectés;N/A;Gré à gré;Etablissements publics locaux;2014;42218;;34;;RUE;PIERRE DUPONT;;1;2014-12-22;34 RUE PIERRE DUPONT;45.447301, 4.393213
140450015;2014;FRANCE;LOIRET;BOULAY LES BARRES;ESPACE NATUREL;Ministère de la défense;AUTRES;Droit de priorité;Collectivités territoriales;2014;45046;;;;RUE;DE LA BASE;;1;2014-11-21;RUE DE LA BASE;47.98274, 1.78583
140280019;2014;FRANCE;EURE-ET-LOIR;PRE ST MARTIN;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Droit de priorité;Collectivités territoriales;2014;28306;LA MOTTE ET EN RIDOREAU;;;;;;1;2014-08-01;;48.221232, 1.477047
140350018;2014;FRANCE;ILLE-ET-VILAINE;MONTAUBAN DE BRETAGNE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Personnes physiques non commerçantes;2014;35184;LA GIBONNAIS;;;;;;1;2014-03-28;;48.19874, -2.049208
140390010;2014;FRANCE;JURA;JEURRE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Droit de priorité;Collectivités territoriales;2014;39269;LES PATTES;;;;;;1;2014-03-18;;46.367051, 5.70616
140450011;2014;FRANCE;LOIRET;FLEURY LES AUBRAIS;BUREAU;Ministère de l'agriculture et de la pêche;AUTRES;Adjudication;Entreprises société;2014;45147;;93;;RUE;DE CUREMBOURG;;1;2014-11-28;93 RUE DE CUREMBOURG;47.942115, 1.930711
140610012;2014;FRANCE;ORNE;ST LEGER SUR SARTHE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Droit de priorité;Collectivités territoriales;2014;61415;;;;QUARTIER;LE BOURG;;1;2014-02-21;QUARTIER LE BOURG;48.503502, 0.341107
140620013;2014;FRANCE;PAS-DE-CALAIS;CALAIS;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Appel d'offres;Entreprises société;2014;62193;;;;AVENUE;ROGER SALENGRO;;1;2014-11-26;AVENUE ROGER SALENGRO;50.944937, 1.828767
140650011;2014;FRANCE;HAUTES-PYRÉNÉES;BAREGES;BATIMENT TECHNIQUE;Ministère de l'agriculture et de la pêche;ONF;Droit de priorité;Collectivités territoriales;2014;65481;VILLAGE;;;CHEMIN;DES ARTIGALAS 65120 BARÈGES;;1;2014-12-17;CHEMIN DES ARTIGALAS 65120 BARÈGES;42.89626, 0.061215
140660015;2014;FRANCE;PYRÉNÉES-ORIENTALES;MILLAS;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Droit de priorité;Collectivités territoriales;2014;66108;LES ROTES;;;;;;1;2014-07-24;;42.69128, 2.695302
140670010;2014;FRANCE;BAS-RHIN;HAGUENAU;ESPACE AMENAGE;Ministère de l'écologie, du développement durable, des transports et du logement;OPERATEUR;Droit de priorité;Collectivités territoriales;2014;67180;SCHWARZBRUCH BLUMENGARTEN;;;IMPASSE;HAGUENAU;;1;2014-12-19;IMPASSE HAGUENAU;48.783062, 7.814463
140680012;2014;FRANCE;HAUT-RHIN;SAUSHEIM;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Droit de priorité;Collectivités territoriales;2014;68300;AUF DIE ALTE STRASSE SECTION 7 N° 268,277 ET 278;;;;;;1;2014-05-27;;47.785952, 7.371845
140700010;2014;FRANCE;HAUTE-SAÔNE;LURE;ESPACE AMENAGE;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Entreprises société;2014;70310;AUX CLOYES;;;;;;1;2014-04-01;;47.682941, 6.495943
140720015;2014;FRANCE;SARTHE;LE MANS;LOGEMENT;Biens non affectés;N/A;Adjudication;Personnes physiques non commerçantes;2014;72181;;13;;RUE;ALBERT MEZERGUES;;1;2014-12-04;13 RUE ALBERT MEZERGUES;47.961568, 0.203684
140760015;2014;FRANCE;SEINE-MARITIME;ST LEGER AUX BOIS;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Appel d'offres;Personnes physiques non commerçantes;2014;76598;VALLÉE ARNEUF;;;;;;1;2014-08-12;;49.833488, 1.6096
140770015;2014;FRANCE;SEINE-ET-MARNE;CHANTELOUP EN BRIE;LOGEMENT;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Personnes physiques non commerçantes;2014;77085;;;;AVENUE;SAINTE GENEVIEVE;;1;2014-02-07;AVENUE SAINTE GENEVIEVE;48.864861, 2.728343
140770024;2014;FRANCE;SEINE-ET-MARNE;MONTEVRAIN;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Collectivités territoriales;2014;77307;LES GATEAUX;;;RUE;BIEN DNID;;1;2014-03-20;RUE BIEN DNID;48.85703, 2.757459
140770031;2014;FRANCE;SEINE-ET-MARNE;MAGNY LE HONGRE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Etablissements publics locaux;2014;77268;LE CORNOUILLER DNID;;;;;;1;2014-10-03;;48.862387, 2.813264
140780014;2014;FRANCE;YVELINES;GUERNES;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Entreprises société;2014;78290;DNID;0;;COURS;SUR LES PLANTES;;1;2014-04-29;0 COURS SUR LES PLANTES;49.01416, 1.63151
140790010;2014;FRANCE;DEUX-SÈVRES;LIMALONGES;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Autres droits;Personnes physiques non commerçantes;2014;79150;LE CHAMP ROCHER;;;;;;1;2014-04-02;;46.129724, 0.168172
140880013;2014;FRANCE;VOSGES;RUPT SUR MOSELLE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Personnes physiques non commerçantes;2014;88408;LE PRÉS DES FEIGNES;;;;;;1;2014-04-10;;47.926523, 6.66212
140880014;2014;FRANCE;VOSGES;ARCHETTES;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Autres droits;Personnes physiques non commerçantes;2014;88012;REIN DE PECHOTTE;;;;;;1;2014-04-10;;48.124105, 6.534548
140930026;2014;FRANCE;SEINE-SAINT-DENIS;MONTREUIL;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Entreprises société;2014;93048;;21-23;;RUE;SAINT JUST - BIEN DNID;;1;2014-06-12;21-23 RUE SAINT JUST - BIEN DNID;48.863409, 2.454547
140930029;2014;FRANCE;SEINE-SAINT-DENIS;STAINS;ESPACE NATUREL;Biens non affectés;N/A;Appel d'offres;Personnes physiques non commerçantes;2014;93072;AV JULES GUESDE;68;BIS;AVENUE;JULES GUESDE;;1;2014-04-30;68 AVENUE JULES GUESDE;48.963671, 2.387279
140940011;2014;FRANCE;VAL-DE-MARNE;VITRY SUR SEINE;LOGEMENT;Biens non affectés;N/A;Appel d'offres;Entreprises société;2014;94081;;2;;PLACE;DU 19 MARS 1962;;1;2014-01-31;2 PLACE DU 19 MARS 1962;48.790872, 2.398916
140940016;2014;FRANCE;VAL-DE-MARNE;CHENNEVIERES SUR MARNE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Collectivités territoriales;2014;94019;DNID;2 et 6;;RUE;D'AMBOILE;;1;2014-02-05;2 et 6 RUE D'AMBOILE;48.788488, 2.531181
140940020;2014;FRANCE;VAL-DE-MARNE;CHOISY LE ROI;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Collectivités territoriales;2014;94022;DNID;2;;BOULEVARD;DE STALINGRAD;;1;2014-07-11;2 BOULEVARD DE STALINGRAD;48.767154, 2.403766
140990147;2014;BELGIQUE;;;LOGEMENT;Ministère de l'économie, de l'industrie et de l'emploi;DG TRESOR;;Personnes physiques non commerçantes;2014;;HELLEVELT;;;;;;;2014-07-11;;
149710023;2014;FRANCE;GUADELOUPE;LES ABYMES;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Entreprises société;2014;97101;LES QUARTIERS;;;RUE;LES QUARTIERS;;1;2014-06-27;RUE LES QUARTIERS;16.25398, -61.532615
149720016;2014;FRANCE;MARTINIQUE;LA TRINITE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Personnes physiques non commerçantes;2014;97230;TARTANE;;;;;;1;2014-05-26;;14.738062, -60.986312
149730020;2014;FRANCE;GUYANE;ROURA;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2014;97310;SAINT-CHARLES;;;;;;1;2014-04-18;;4.47541, -52.493671
149730022;2014;FRANCE;GUYANE;MANA;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2014;97306;BASSIN AROUMAN;;;;;;1;2014-01-08;;4.99364, -53.602819
149730023;2014;FRANCE;GUYANE;MONTSINERY TONNEGRANDE;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2014;97313;ILE DU GALION;;;;;;1;2014-04-24;;4.811888, -52.507968
149730031;2014;FRANCE;GUYANE;MONTSINERY TONNEGRANDE;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2014;97313;LES HAUTS DE MONTSINÉRY;;;;;;1;2014-08-19;;4.811888, -52.507968
149730034;2014;FRANCE;GUYANE;MACOURIA;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2014;97305;QUESNEL NORD;;;;;;1;2014-08-20;;4.99564, -52.511655
149730053;2014;FRANCE;GUYANE;REMIRE MONTJOLY;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2014;97309;;15;;ALLEE;LOT LES MARIPAS;;1;2014-11-12;15 ALLEE LOT LES MARIPAS;4.896302, -52.277812
149760020;2014;FRANCE;MAYOTTE;MTSAMBORO;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2014;98512;MTSAHARA;;;;;;1;2014-07-03;;
149760022;2014;FRANCE;MAYOTTE;BANDRELE;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2014;98503;;2;;ROUTE;LOTISSEMENT MOGNEINDRE;;1;2014-07-30;2 ROUTE LOTISSEMENT MOGNEINDRE;
120010004;2013;FRANCE;AIN;POUGNY;BUREAU;Ministère du budget, des comptes publics et de la réforme de l'Etat;DGDDI;Appel d'offres;Entreprises société;2012;01308;A LA FIN;;;;;;1;2013-06-14;;46.139356, 5.948988
120020028;2013;FRANCE;AISNE;VILLERS COTTERETS;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;SG/DAFI;Droit de priorité;Collectivités territoriales;2012;02810;DERRIÈRE LE PARC;;;;;;1;2013-02-07;;49.252731, 3.089266
120030001;2013;FRANCE;ALLIER;MOULINS;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Appel d'offres;Entreprises société;2012;03190;;;;ROUTE;DE LYON;;1;2013-10-25;ROUTE DE LYON;46.549799, 3.338948
120030029;2013;FRANCE;ALLIER;DOMERAT;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Appel d'offres;Personnes physiques non commerçantes;2012;03101;LES GRISES;;;;;;2;2013-11-19;;46.359478, 2.534381
120040025;2013;FRANCE;ALPES DE HAUTE-PROVENCE;CHATEAU ARNOUX ST AUBAN;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Gré à gré;Collectivités territoriales;2012;04049;LES PARRINES;;;;;;1;2013-03-19;;44.092521, 6.00787
120050015;2013;FRANCE;HAUTES ALPES;RISTOLAS;BATIMENT AGRICOLE OU D'ELEVAGE;Ministère du budget, des comptes publics et de la réforme de l'Etat;DGDDI;Appel d'offres;Personnes physiques non commerçantes;2012;05120;CABANE LA MONTA ZD198;;;;;;1;2013-03-13;;44.773566, 6.953983
120110016;2013;FRANCE;AUDE;PORT LEUCATE;LOGEMENT;Ministère de la justice et des libertés;Autres;Adjudication;Personnes physiques non commerçantes;2012;11913;CAP DE FRONT - RES LES PINÈDES DU GOLF;;;AVENUE;DE LA PINÈDE;;1;2013-09-25;AVENUE DE LA PINÈDE;
120130014;2013;FRANCE;BOUCHES-DU-RHÔNE;MARSEILLE 03;BUREAU;Ministère du budget, des comptes publics et de la réforme de l'Etat;DGFIP;;Personnes physiques non commerçantes ET  Entreprises société;2012;13203;;3;;RUE;DE LA CASERNE;;1;2013-02-15;3 RUE DE LA CASERNE;43.307498, 5.382509
120140039;2013;FRANCE;CALVADOS;PORT EN BESSIN HUPPAIN;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DAM;Droit de priorité;Collectivités territoriales;2012;14515;LA FALAISE;;;DESCENTE;LA FALAISE;;1;2013-04-05;DESCENTE LA FALAISE;49.348837, -0.755599
120260023;2013;FRANCE;DRÔME;CHABEUIL;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Appel d'offres;Personnes physiques non commerçantes;2012;26064;BROCARD - XN 30, 31;;;;;;2;2013-12-18;;44.899543, 5.019458
120270043;2013;FRANCE;EURE;LES ANDELYS;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2012;27016;LIEUDIT  LES CÔTES  DE RADEVAL;;;;;;1;2013-01-14;;49.244997, 1.41119
120270048;2013;FRANCE;EURE;LES ANDELYS;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2012;27016;LE HAUT BOSC;;;;;;1;2013-04-02;;49.244997, 1.41119
120280018;2013;FRANCE;EURE-ET-LOIR;CHARTRES;BATIMENT TECHNIQUE;Ministère de la défense;AUTRES;Droit de priorité;Entreprises société;2012;28085;;;;RUE;MÉDEDIN GÉNÉRAL BEYNE ERSA (EX ECRS);;1;2013-04-09;RUE MÉDEDIN GÉNÉRAL BEYNE ERSA (EX ECRS);48.4534, 1.512558
1202A0021;2013;FRANCE;CORSE-DU-SUD;SARTENE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGALN;Gré à gré;Personnes physiques non commerçantes;2012;2A272;STANTARI;;;;;;1;2013-04-05;;41.620002, 8.972777
120310032;2013;FRANCE;HAUTE-GARONNE;MURET;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Droit de priorité;Collectivités territoriales;2012;31395;;1;;AVENUE;SAINT GERMIER;;1;2013-12-17;1 AVENUE SAINT GERMIER;43.461655, 1.324072
120330033;2013;FRANCE;GIRONDE;BORDEAUX;BATIMENT TECHNIQUE;Services du Premier ministre;Cour des comptes et juridictions financières;Droit de priorité;Collectivités territoriales;2012;33063;;;;PLACE;DES GRANDS HOMMES;;1;2013-11-15;PLACE DES GRANDS HOMMES;44.842751, -0.577695
120340031;2013;FRANCE;HÉRAULT;MONTPELLIER;BUREAU;Biens non affectés;N/A;Appel d'offres;Entreprises société;2012;34172;;6;;RUE;RICHER DE BELLEVAL;;1;2013-10-10;6 RUE RICHER DE BELLEVAL;43.612788, 3.86903
120340046;2013;FRANCE;HÉRAULT;MONTPELLIER;LOGEMENT;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Appel d'offres;Entreprises société;2012;34172;;97-99;;AVENUE;DE LODEVE;;2;2013-09-26;97-99 AVENUE DE LODEVE;43.61046, 3.857923
120420018;2013;FRANCE;LOIRE;ABOEN;ESPACE NATUREL;Biens non affectés;N/A;Gré à gré;Personnes physiques non commerçantes;2012;42001;AUX COMMUNAUX;;;;;;1;2013-06-26;;45.412814, 4.131481
120430019;2013;FRANCE;HAUTE-LOIRE;ESPALY ST MARCEL;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Personnes physiques non commerçantes;2012;43089;CORMAIL;;;;;;1;2013-12-05;;45.046041, 3.858597
120440028;2013;FRANCE;LOIRE-ATLANTIQUE;NANTES;BUREAU;Ministère de la défense;AUTRES;Appel d'offres;Entreprises société;2012;44109;;2;;PLACE;GÉNÉRAL MELLINET  PAVILLON COMAR;;1;2013-10-04;2 PLACE GÉNÉRAL MELLINET  PAVILLON COMAR;47.211637, -1.57591
120450005;2013;FRANCE;LOIRET;ORLEANS;BATIMENT CULTUREL;Ministère de la culture et de la communication;AUTRES;Droit de priorité;Collectivités territoriales;2011;45234;COMPTOIR COLAS DES FRANCES;5;;PLACE;DE GAULLE;;1;2013-11-04;5 PLACE DE GAULLE;47.90092, 1.90267
120460002;2013;FRANCE;LOT;FAYCELLES;BATIMENT TECHNIQUE;Ministère de l'écologie, du développement durable, des transports et du logement;SG/DAFI;Appel d'offres;Personnes physiques non commerçantes;2012;46100;LA MADELEINE;;;;;;1;2013-08-08;;44.564828, 1.986265
120480004;2013;FRANCE;LOZÈRE;MENDE;LOGEMENT;Ministère de la justice et des libertés;Autres;Gré à gré;Personnes physiques non commerçantes;2012;48095;;;;FAUBOURG;MONTBEL;;1;2013-06-21;FAUBOURG MONTBEL;44.520248, 3.495814
120550024;2013;FRANCE;MEUSE;VERDUN;ESPACE NATUREL;Biens non affectés;N/A;Appel d'offres;Personnes physiques non commerçantes;2012;55545;A BLAMONT;;;;;;1;2013-10-14;;49.15909, 5.381519
120570083;2013;FRANCE;MOSELLE;OTTONVILLE;ESPACE NATUREL;Ministère de la défense;AUTRES;Gré à gré;Collectivités territoriales;2012;57530;BUBENBERG;;;;;;1;2013-01-24;;49.217561, 6.519985
120590078;2013;FRANCE;NORD;DOUAI;LOGEMENT;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Adjudication;Entreprises société;2012;59178;;;;RUE;DE BÉTHUNE;;1;2013-12-26;RUE DE BÉTHUNE;50.375063, 3.066316
120590080;2013;FRANCE;NORD;CAMBRAI;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Droit de priorité;Collectivités territoriales;2012;59122;QUARTIER SAINT LOUIS;;;RUE;DU PONT AUX MOULINS, DE BOHAIN, GAUTHIER;;1;2013-02-22;RUE DU PONT AUX MOULINS, DE BOHAIN, GAUTHIER;50.164024, 3.251406
120590089;2013;FRANCE;NORD;BONDUES;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Droit de priorité;Collectivités territoriales;2012;59090;;50;;RUE;R D'HESPEL;;1;2013-10-28;50 RUE R D'HESPEL;50.713585, 3.086537
120590105;2013;FRANCE;NORD;BROUCKERQUE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Autres droits;Etablissements publics locaux;2012;59110;NUNNE HOF HOUCK;;;;;;1;2013-11-14;;50.953462, 2.291359
120600005;2013;FRANCE;OISE;SENLIS;ESPACE AMENAGE;Ministère de la défense;AUTRES;Droit de priorité;Collectivités territoriales;2012;60612;;;;QUARTIER;ORDENER;;1;2013-12-23;QUARTIER ORDENER;
120600031;2013;FRANCE;OISE;COMPIEGNE;ESPACE AMENAGE;Ministère de la défense;AUTRES;Droit de priorité;Etablissements publics locaux;2012;60159;;;;COURS;COURS GUYNEMER;;1;2013-11-19;COURS COURS GUYNEMER;49.420442, 2.825839
120620028;2013;FRANCE;PAS-DE-CALAIS;HENIN BEAUMONT;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Droit de priorité;Collectivités territoriales;2012;62427;;;;RUE;BLERIOT ET BLD WILLY BRANDT;;1;2013-06-06;RUE BLERIOT ET BLD WILLY BRANDT;50.424351, 2.948367
120720002;2013;FRANCE;SARTHE;LE MANS;BUREAU;Ministère de la culture et de la communication;AUTRES;Droit de priorité;Collectivités territoriales;2012;72181;;23-24;;PLACE;CARDINAL GRENTE;;1;2013-12-12;23-24 PLACE CARDINAL GRENTE;48.00955, 0.198939
120730053;2013;FRANCE;SAVOIE;CHAMBERY;ESPACE AMENAGE;Ministère de la justice et des libertés;Autres;Droit de priorité;Etablissements publics locaux;2012;73065;;114;;AVENUE;GENERAL CARTIER;;1;2013-02-11;114 AVENUE GENERAL CARTIER;45.574923, 5.904338
120740012;2013;FRANCE;HAUTE-SAVOIE;ST JORIOZ;ESPACE NATUREL;Biens non affectés;N/A;Droit de priorité;Collectivités territoriales;2012;74242;LE BEAU ET SALES;;;;;;1;2013-01-15;;45.83348, 6.1634
120750080;2013;FRANCE;PARIS;PARIS 17;BUREAU;Ministère du budget, des comptes publics et de la réforme de l'Etat;DGFIP;Gré à gré;Associations;2012;75117;;38;;RUE;BRUNEL;;1;2013-03-01;38 RUE BRUNEL;48.878555, 2.28794
120750083;2013;FRANCE;PARIS;PARIS 06;LOGEMENT;Ministère des affaires étrangères et européennes;Autres;Adjudication;Personnes physiques non commerçantes;2012;75106;;2;;RUE;HUYSMANS;;1;2013-08-22;2 RUE HUYSMANS;48.846268, 2.329825
120760050;2013;FRANCE;SEINE-MARITIME;TOURVILLE LA RIVIERE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;SG/DAFI;Droit de priorité;Collectivités territoriales;2012;76705;;;;BOULEVARD;GABRIEL PERI;;1;2013-02-01;BOULEVARD GABRIEL PERI;49.319253, 1.077394
120760062;2013;FRANCE;SEINE-MARITIME;MALLEVILLE LES GRES;ESPACE NATUREL;Biens non affectés;N/A;Droit de priorité;Collectivités territoriales;2012;76403;;;;ROUTE;DE VEULETTES;;1;2013-08-06;ROUTE DE VEULETTES;49.832454, 0.604505
120760073;2013;FRANCE;SEINE-MARITIME;ROUEN;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGALN;Appel d'offres;Entreprises société;2012;76540;;3;;RUE;DE LA MOTTE;;1;2013-03-14;3 RUE DE LA MOTTE;49.4344, 1.072414
120990041;2013;ZIMBABWE;;;LOGEMENT;Ministère de l'économie, de l'industrie et de l'emploi;DG TRESOR;;Personnes physiques non commerçantes;2012;;;37;;;ARCTURUS ROAD HIGHLANDS;;;2013-05-09;37  ARCTURUS ROAD HIGHLANDS;
130210011;2013;FRANCE;CÔTE-D'OR;HEUILLEY SUR SAONE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Appel d'offres;Personnes physiques non commerçantes;2013;21316;PRELAUT;;;;;;1;2013-11-20;;47.329411, 5.453948
130280011;2013;FRANCE;EURE-ET-LOIR;CHARTRES;LOGEMENT;Ministère de l'écologie, du développement durable, des transports et du logement;DGALN;Droit de priorité;Entreprises société;2013;28085;;37;;RUE;CASANOVA;;1;2013-01-09;37 RUE CASANOVA;48.446534, 1.480594
130540013;2013;FRANCE;MEURTHE-ET-MOSELLE;BRIEY;ESPACE NATUREL;Ministère de la justice et des libertés;Autres;Droit de priorité;Collectivités territoriales;2013;54099;;;;AVENUE;DU ROI DE ROME;;1;2013-08-26;AVENUE DU ROI DE ROME;49.253292, 5.939613
130540016;2013;FRANCE;MEURTHE-ET-MOSELLE;CHAZELLES SUR ALBE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Gré à gré;Collectivités territoriales;2013;54124;ETANG D'ALBE;;;;;;1;2013-05-22;;48.589439, 6.777716
130550015;2013;FRANCE;MEUSE;NIXEVILLE BLERCOURT;ESPACE NATUREL;Biens non affectés;N/A;Appel d'offres;Associations;2013;55385;LES FONDS DE LA VAUX;;;;;;1;2013-12-06;;49.109905, 5.273757
130570014;2013;FRANCE;MOSELLE;ILLANGE;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Droit de priorité;Entreprises société;2013;57343;HOLWEG;;;;;;1;2013-08-30;;49.327799, 6.179237
130590058;2013;FRANCE;NORD;DOUAI;ESPACE NATUREL;Ministère de l'économie, de l'industrie et de l'emploi;AUTRES;Droit de priorité;Collectivités territoriales;2013;59178;;;;RUE;CHARLES BOURSEUL;;1;2013-06-14;RUE CHARLES BOURSEUL;50.378897, 3.072649
130630010;2013;FRANCE;PUY-DE-DÔME;PERPEZAT;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Autres droits;Personnes physiques non commerçantes;2013;63274;DIVERS;;;;;;1;2013-03-13;;45.679434, 2.773906
130750015;2013;FRANCE;PARIS;PARIS 07;BUREAU;Services du Premier ministre;SPM;Transfert à la SOVAFIM;Entreprises société;2013;75107;;20;;AVENUE;DE SÉGUR;;1;2013-05-24;20 AVENUE DE SÉGUR;48.850318, 2.308309
130770019;2013;FRANCE;SEINE-ET-MARNE;LIEUSAINT;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGALN;Gré à gré;Etablissements publics locaux;2013;77251;LA MARE AUX TROIS PUCELLES;;;;;;1;2013-04-11;;48.631428, 2.548109
130850012;2013;FRANCE;VENDÉE;TALMONT ST HILAIRE;ESPACE NATUREL;Biens non affectés;N/A;Droit de priorité;Collectivités territoriales;2013;85010;LA VINIÈRE;;;;;;1;2013-08-19;;
130890012;2013;FRANCE;YONNE;CHATEL CENSOIR;LOGEMENT;Ministère du budget, des comptes publics et de la réforme de l'Etat;Autres;Appel d'offres;Personnes physiques non commerçantes;2013;89177;;16;;RUE;DES BORDES;;1;2013-08-12;16 RUE DES BORDES;
130910011;2013;FRANCE;ESSONNE;MONTGERON;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGITM/DIT;Gré à gré;Entreprises société;2013;91421;;3;;CHEMIN;DU DESSUS DU LUET;;1;2013-02-22;3 CHEMIN DU DESSUS DU LUET;48.703971, 2.446747
130910014;2013;FRANCE;ESSONNE;CORBEIL ESSONNES;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Collectivités territoriales;2013;91174;;30;;PLACE;DU COMTE HAYMON;;1;2013-03-27;30 PLACE DU COMTE HAYMON;48.612852, 2.482152
130910022;2013;FRANCE;ESSONNE;MASSY;ESPACE NATUREL;Ministère de l'écologie, du développement durable, des transports et du logement;DGALN;Gré à gré;Collectivités territoriales;2013;91377;LE BUISSON AUX FRAISES;;;;;;1;2013-07-01;;48.729925, 2.275334
130910032;2013;FRANCE;ESSONNE;MONTGERON;LOGEMENT;Ministère de l'écologie, du développement durable, des transports et du logement;Autres;Gré à gré;Personnes physiques non commerçantes;2013;91421;;6;;RUE;DU NOUZET;;1;2013-12-03;6 RUE DU NOUZET;48.707922, 2.442986
130920012;2013;FRANCE;HAUTS-DE-SEINE;SURESNES;ESPACE AMENAGE;Ministère de la défense;AUTRES;Gré à gré;Collectivités territoriales;2013;92073;;;;VOIE;FORT DU MONT VALÉRIEN;;1;2013-12-18;VOIE FORT DU MONT VALÉRIEN;48.87359, 2.212945
